year,month,date,store_id,product_id,demand,price,revenue,rolling_3,lag_1,lag_2,growth_rate,recommendation
1955,March,1955-03-01,2,132,267,56.771836630166895,15158.080380254562,200.0,171.0,162.0,0.5614035087719298,Increase stock
1956,November,1956-11-01,2,132,271,12.156852020805834,3294.506897638381,236.33333333333334,267.0,171.0,0.014981273408239737,Monitor
1957,February,1957-02-01,2,132,301,32.350121964020744,9737.386711170244,279.6666666666667,271.0,267.0,0.11070110701107017,Increase stock
1958,April,1958-04-01,2,132,348,86.66428417530668,30159.17089300672,306.6666666666667,301.0,271.0,0.15614617940199338,Increase stock
1960,May,1960-05-01,2,132,472,18.26978726073094,8623.339587065004,373.6666666666667,348.0,301.0,0.35632183908045967,Increase stock
1951,July,1951-07-01,2,133,199,78.5803865214201,15637.496917762599,,,,,Monitor
1951,October,1951-10-01,2,133,162,71.33197652821505,11555.780197570839,,199.0,,-0.18592964824120606,Reduce inventory
1952,March,1952-03-01,2,133,193,33.771609638465584,6517.920660223857,184.66666666666666,162.0,199.0,0.191358024691358,Increase stock
1957,January,1957-01-01,2,133,315,80.07361821039119,25223.189736273223,223.33333333333334,193.0,162.0,0.6321243523316062,Increase stock
1957,November,1957-11-01,2,133,305,90.5476854754397,27617.04407000911,271.0,315.0,193.0,-0.031746031746031744,Reduce inventory
1949,March,1949-03-01,2,134,132,72.29234024142627,9542.588911868268,,,,,Monitor
1952,April,1952-04-01,2,134,181,28.62279157854016,5180.7252757157685,,132.0,,0.3712121212121211,Increase stock
1953,September,1953-09-01,2,134,237,93.58485365332065,22179.610315836995,183.33333333333334,181.0,132.0,0.30939226519337026,Increase stock
1954,July,1954-07-01,2,134,302,59.87658505446739,18082.72868644915,240.0,237.0,181.0,0.2742616033755274,Increase stock
1955,November,1955-11-01,2,134,237,59.87375528876007,14190.080003436136,258.6666666666667,302.0,237.0,-0.2152317880794702,Reduce inventory
1956,March,1956-03-01,2,134,317,74.26992767885493,23543.567074197013,285.3333333333333,237.0,302.0,0.33755274261603385,Increase stock
1957,April,1957-04-01,2,134,348,85.76195559763376,29845.16054797655,300.6666666666667,317.0,237.0,0.09779179810725558,Increase stock
1958,September,1958-09-01,2,134,404,11.631665824305994,4699.192993019622,356.3333333333333,348.0,317.0,0.16091954022988508,Increase stock
1949,February,1949-02-01,2,135,118,89.58220174019193,10570.699805342649,,,,,Monitor
1952,July,1952-07-01,2,135,230,79.33111725427173,18246.156968482497,,118.0,,0.9491525423728813,Increase stock
1957,March,1957-03-01,2,135,356,67.86927246230783,24161.460996581587,234.66666666666666,230.0,118.0,0.5478260869565217,Increase stock
1957,July,1957-07-01,2,135,465,39.846695864414414,18528.7135769527,350.3333333333333,356.0,230.0,0.3061797752808988,Increase stock
1958,April,1958-04-01,2,135,348,69.71455805039092,24260.66620153604,389.6666666666667,465.0,356.0,-0.25161290322580643,Reduce inventory
1950,May,1950-05-01,2,136,125,55.149656478865126,6893.70705985814,,,,,Monitor
1950,September,1950-09-01,2,136,158,40.57450485697042,6410.7717674013265,,125.0,,0.264,Increase stock
1953,July,1953-07-01,2,136,264,31.16435412416623,8227.389488779885,182.33333333333334,158.0,125.0,0.6708860759493671,Increase stock
1958,August,1958-08-01,2,136,505,16.36431098909648,8263.977049493722,309.0,264.0,158.0,0.9128787878787878,Increase stock
1960,April,1960-04-01,2,136,461,65.37538832990077,30138.054020084255,410.0,505.0,264.0,-0.0871287128712871,Reduce inventory
1949,April,1949-04-01,2,137,129,21.41231402091855,2762.188508698493,,,,,Monitor
1950,April,1950-04-01,2,137,135,95.13205309404891,12842.827167696603,,129.0,,0.04651162790697683,Monitor
1951,November,1951-11-01,2,137,146,75.2692098943331,10989.304644572632,136.66666666666666,135.0,129.0,0.08148148148148149,Increase stock
1952,March,1952-03-01,2,137,193,34.68787154458325,6694.759208104568,158.0,146.0,135.0,0.32191780821917804,Increase stock
1952,September,1952-09-01,2,137,209,15.33671546890183,3205.3735330004824,182.66666666666666,193.0,146.0,0.08290155440414515,Increase stock
1952,October,1952-10-01,2,137,191,17.710225031245756,3382.652980967939,197.66666666666666,209.0,193.0,-0.0861244019138756,Reduce inventory
1955,June,1955-06-01,2,137,315,17.862196756989288,5626.591978451625,238.33333333333334,191.0,209.0,0.6492146596858639,Increase stock
1956,July,1956-07-01,2,137,413,63.95406448310966,26413.02863152429,306.3333333333333,315.0,191.0,0.3111111111111111,Increase stock
1956,July,1956-07-01,2,137,413,50.62325407837541,20907.403934369046,380.3333333333333,413.0,315.0,0.0,Reduce inventory
1951,October,1951-10-01,2,138,162,13.073279580149379,2117.871291984199,,,,,Monitor
1953,June,1953-06-01,2,138,243,40.73090778549019,9897.610591874116,,162.0,,0.5,Increase stock
1957,May,1957-05-01,2,138,355,99.97689359492668,35491.79722619897,253.33333333333334,243.0,162.0,0.4609053497942386,Increase stock
1960,February,1960-02-01,2,138,391,95.24660850877649,37241.42392693161,329.6666666666667,355.0,243.0,0.10140845070422544,Increase stock
1950,March,1950-03-01,2,139,141,21.904544902467094,3088.5408312478603,,,,,Monitor
1950,December,1950-12-01,2,139,140,21.97636536447942,3076.691151027119,,141.0,,-0.007092198581560294,Reduce inventory
1951,January,1951-01-01,2,139,145,46.317594344222805,6716.051179912307,142.0,140.0,141.0,0.03571428571428581,Monitor
1952,August,1952-08-01,2,139,242,37.34920372265205,9038.507300881796,175.66666666666666,145.0,140.0,0.6689655172413793,Increase stock
1954,March,1954-03-01,2,139,235,68.68646585030473,16141.319474821612,207.33333333333334,242.0,145.0,-0.02892561983471076,Reduce inventory
1955,June,1955-06-01,2,139,315,95.79134065849665,30174.272307426447,264.0,235.0,242.0,0.34042553191489366,Increase stock
1956,August,1956-08-01,2,139,405,25.05534269818247,10147.4137927639,318.3333333333333,315.0,235.0,0.2857142857142858,Increase stock
1956,October,1956-10-01,2,139,306,65.33324746087297,19991.973723027128,342.0,405.0,315.0,-0.24444444444444446,Reduce inventory
1958,June,1958-06-01,2,139,435,53.904622647432646,23448.5108516332,382.0,306.0,405.0,0.42156862745098045,Increase stock
1959,June,1959-06-01,2,139,472,13.303497813140485,6279.250967802309,404.3333333333333,435.0,306.0,0.08505747126436791,Increase stock
1949,February,1949-02-01,2,140,118,18.121135882666913,2138.2940341546955,,,,,Monitor
1955,June,1955-06-01,2,140,315,40.05796704350138,12618.259618702934,,118.0,,1.6694915254237288,Increase stock
1955,October,1955-10-01,2,140,274,74.4364021986896,20395.574202440952,235.66666666666666,315.0,118.0,-0.13015873015873014,Reduce inventory
1956,December,1956-12-01,2,140,306,12.756909852486082,3903.614414860741,298.3333333333333,274.0,315.0,0.11678832116788329,Increase stock
1957,July,1957-07-01,2,140,465,30.780059664136754,14312.72774382359,348.3333333333333,306.0,274.0,0.5196078431372548,Increase stock
1957,September,1957-09-01,2,140,404,80.5680118075364,32549.476770244702,391.6666666666667,465.0,306.0,-0.13118279569892477,Reduce inventory
1958,April,1958-04-01,2,140,348,50.332763340699344,17515.801642563372,405.6666666666667,404.0,465.0,-0.13861386138613863,Reduce inventory
1959,February,1959-02-01,2,140,342,42.897889113118744,14671.07807668661,364.6666666666667,348.0,404.0,-0.017241379310344862,Reduce inventory
1951,June,1951-06-01,2,141,178,69.576587351607,12384.632548586047,,,,,Monitor
1951,November,1951-11-01,2,141,146,51.18903482836423,7473.599084941177,,178.0,,-0.1797752808988764,Reduce inventory
1951,November,1951-11-01,2,141,146,33.70157858225484,4920.430473009206,156.66666666666666,146.0,178.0,0.0,Reduce inventory
1954,October,1954-10-01,2,141,229,70.9135840355778,16239.210744147316,173.66666666666666,146.0,146.0,0.5684931506849316,Increase stock
1953,April,1953-04-01,2,142,235,91.75519809740425,21562.471552889998,,,,,Monitor
1958,March,1958-03-01,2,142,362,20.74329298598687,7509.072060927247,,235.0,,0.5404255319148936,Increase stock
1959,August,1959-08-01,2,142,559,60.16644123294231,33633.04064921475,385.3333333333333,362.0,235.0,0.5441988950276244,Increase stock
1949,February,1949-02-01,2,143,118,82.51008126407655,9736.189589161033,,,,,Monitor
1952,July,1952-07-01,2,143,230,73.72446652433163,16956.627300596276,,118.0,,0.9491525423728813,Increase stock
1953,January,1953-01-01,2,143,196,36.460804304600764,7146.31764370175,181.33333333333334,230.0,118.0,-0.14782608695652177,Reduce inventory
1960,May,1960-05-01,2,143,472,37.14961539935582,17534.618468495944,299.3333333333333,196.0,230.0,1.4081632653061225,Increase stock
1951,August,1951-08-01,2,144,199,58.024364113341896,11546.848458555038,,,,,Monitor
1953,March,1953-03-01,2,144,236,74.99699674078123,17699.29123082437,,199.0,,0.18592964824120606,Increase stock
1954,March,1954-03-01,2,144,235,23.727546945233925,5575.973532129972,223.33333333333334,236.0,199.0,-0.004237288135593209,Reduce inventory
1955,September,1955-09-01,2,144,312,64.93127781398586,20258.55867796359,261.0,235.0,236.0,0.327659574468085,Increase stock
1959,May,1959-05-01,2,144,420,92.23876796653549,38740.28254594491,322.3333333333333,312.0,235.0,0.34615384615384626,Increase stock
1950,February,1950-02-01,2,145,126,88.30548491930192,11126.491099832041,,,,,Monitor
1951,June,1951-06-01,2,145,178,52.305063253274795,9310.301259082913,,126.0,,0.4126984126984128,Increase stock
1951,September,1951-09-01,2,145,184,50.95579304918829,9375.865921050645,162.66666666666666,178.0,126.0,0.03370786516853941,Monitor
1954,February,1954-02-01,2,145,188,49.483272961896745,9302.855316836589,183.33333333333334,184.0,178.0,0.021739130434782705,Monitor
1956,January,1956-01-01,2,145,284,60.50084572944667,17182.240187162854,218.66666666666666,188.0,184.0,0.5106382978723405,Increase stock
1956,July,1956-07-01,2,145,413,99.55552386775709,41116.43135738368,295.0,284.0,188.0,0.454225352112676,Increase stock
1956,November,1956-11-01,2,145,271,55.51555899530028,15044.716487726377,322.6666666666667,413.0,284.0,-0.3438256658595642,Reduce inventory
1953,December,1953-12-01,2,146,201,56.10065029880904,11276.230710060618,,,,,Monitor
1956,October,1956-10-01,2,146,306,38.30126685684772,11720.187658195402,,201.0,,0.5223880597014925,Increase stock
1958,March,1958-03-01,2,146,362,81.50370910160633,29504.34269478149,289.6666666666667,306.0,201.0,0.18300653594771243,Increase stock
1959,February,1959-02-01,2,146,342,91.23570524257694,31202.611192961314,336.6666666666667,362.0,306.0,-0.05524861878453036,Reduce inventory
1960,March,1960-03-01,2,146,419,49.39277527277382,20695.57283929223,374.3333333333333,342.0,362.0,0.22514619883040932,Increase stock
1951,May,1951-05-01,2,147,172,51.93474478600394,8932.776103192678,,,,,Monitor
1952,April,1952-04-01,2,147,181,83.34809076600752,15086.00442864736,,172.0,,0.05232558139534893,Increase stock
1952,December,1952-12-01,2,147,194,40.75744663390591,7906.944646977746,182.33333333333334,181.0,172.0,0.07182320441988943,Increase stock
1953,April,1953-04-01,2,147,235,31.89596383109418,7495.551500307132,203.33333333333334,194.0,181.0,0.21134020618556693,Increase stock
1954,June,1954-06-01,2,147,264,35.45695215399742,9360.63536865532,231.0,235.0,194.0,0.123404255319149,Increase stock
1960,January,1960-01-01,2,147,417,81.44667702855281,33963.26432090652,305.3333333333333,264.0,235.0,0.5795454545454546,Increase stock
1950,May,1950-05-01,2,148,125,20.474250059333464,2559.281257416683,,,,,Monitor
1953,June,1953-06-01,2,148,243,19.8092346525754,4813.644020575823,,125.0,,0.944,Increase stock
1953,August,1953-08-01,2,148,272,12.71684378628602,3458.9815098697973,213.33333333333334,243.0,125.0,0.11934156378600824,Increase stock
1958,June,1958-06-01,2,148,435,32.74720631791035,14245.034748291,316.6666666666667,272.0,243.0,0.599264705882353,Increase stock
1959,February,1959-02-01,2,148,342,43.93426753964858,15025.519498559814,349.6666666666667,435.0,272.0,-0.21379310344827585,Reduce inventory
1949,October,1949-10-01,2,149,119,18.682801381272434,2223.2533643714196,,,,,Monitor
1950,October,1950-10-01,2,149,133,26.08611403052435,3469.4531660597386,,119.0,,0.11764705882352944,Increase stock
1951,January,1951-01-01,2,149,145,40.501002589600716,5872.645375492104,132.33333333333334,133.0,119.0,0.09022556390977443,Increase stock
1951,May,1951-05-01,2,149,172,14.24210751324232,2449.642492277679,150.0,145.0,133.0,0.18620689655172407,Increase stock
1954,March,1954-03-01,2,149,235,43.0872602840714,10125.506166756779,184.0,172.0,145.0,0.36627906976744184,Increase stock
1956,November,1956-11-01,2,149,271,83.46955554839813,22620.249553615893,226.0,235.0,172.0,0.15319148936170213,Increase stock
1949,December,1949-12-01,2,150,118,31.445771046373682,3710.6009834720944,,,,,Monitor
1957,June,1957-06-01,2,150,422,52.44691856508564,22132.59963446614,,118.0,,2.5762711864406778,Increase stock
1957,August,1957-08-01,2,150,467,55.901585244455866,26106.04030916089,335.6666666666667,422.0,118.0,0.10663507109004744,Increase stock
1958,January,1958-01-01,2,150,340,23.791797691975276,8089.211215271594,409.6666666666667,467.0,422.0,-0.271948608137045,Reduce inventory
1958,February,1958-02-01,2,151,318,39.22772695455306,12474.417171547873,,,,,Monitor
1960,October,1960-10-01,2,151,461,59.43418399217457,27399.158820392477,,318.0,,0.449685534591195,Increase stock
1951,July,1951-07-01,2,152,199,57.0870733377582,11360.32759421388,,,,,Monitor
1952,June,1952-06-01,2,152,218,56.09630927199836,12228.995421295642,,199.0,,0.09547738693467345,Increase stock
1956,January,1956-01-01,2,152,284,61.13700968418373,17362.91075030818,233.66666666666666,218.0,199.0,0.3027522935779816,Increase stock
1959,April,1959-04-01,2,152,396,35.10396155110722,13901.168774238458,299.3333333333333,284.0,218.0,0.3943661971830985,Increase stock
1952,March,1952-03-01,2,153,193,39.264394909826805,7578.028217596573,,,,,Monitor
1953,March,1953-03-01,2,153,236,49.8101019881187,11755.184069196013,,193.0,,0.2227979274611398,Increase stock
1953,November,1953-11-01,2,153,180,38.233838203858966,6882.090876694614,203.0,236.0,193.0,-0.23728813559322037,Reduce inventory
1954,January,1954-01-01,2,153,204,84.97449551660632,17334.79708538769,206.66666666666666,180.0,236.0,0.1333333333333333,Increase stock
1956,April,1956-04-01,2,153,313,38.0108241852119,11897.387969971325,232.33333333333334,204.0,180.0,0.5343137254901962,Increase stock
1956,May,1956-05-01,2,153,318,70.54666456994539,22433.839333242635,278.3333333333333,313.0,204.0,0.015974440894568787,Monitor
1959,March,1959-03-01,2,153,406,35.78123746422211,14527.182410474175,345.6666666666667,318.0,313.0,0.2767295597484276,Increase stock
1949,July,1949-07-01,2,154,148,77.0825166796774,11408.212468592255,,,,,Monitor
1950,May,1950-05-01,2,154,125,72.83989681439803,9104.987101799754,,148.0,,-0.15540540540540537,Reduce inventory
1950,September,1950-09-01,2,154,158,46.29120234180299,7314.009970004873,143.66666666666666,125.0,148.0,0.264,Increase stock
1952,July,1952-07-01,2,154,230,38.33100189083463,8816.130434891964,171.0,158.0,125.0,0.45569620253164556,Increase stock
1955,April,1955-04-01,2,154,269,33.07758225058565,8897.86962540754,219.0,230.0,158.0,0.16956521739130426,Increase stock
1956,August,1956-08-01,2,154,405,10.620120240488442,4301.148697397819,301.3333333333333,269.0,230.0,0.5055762081784387,Increase stock
1956,October,1956-10-01,2,154,306,95.8596006272367,29333.037791934432,326.6666666666667,405.0,269.0,-0.24444444444444446,Reduce inventory
1957,April,1957-04-01,2,154,348,57.49240226702935,20007.355988926214,353.0,306.0,405.0,0.13725490196078427,Increase stock
1949,April,1949-04-01,2,155,129,85.2176966359986,10993.08286604382,,,,,Monitor
1949,May,1949-05-01,2,155,121,75.59881963755053,9147.457176143615,,129.0,,-0.06201550387596899,Reduce inventory
1954,October,1954-10-01,2,155,229,63.7984530332685,14609.845744618488,159.66666666666666,121.0,129.0,0.8925619834710743,Increase stock
1957,February,1957-02-01,2,155,301,63.87206137989742,19225.49047534912,217.0,229.0,121.0,0.31441048034934505,Increase stock
1958,October,1958-10-01,2,155,359,14.43563978927222,5182.3946843487265,296.3333333333333,301.0,229.0,0.19269102990033216,Increase stock
1960,May,1960-05-01,2,155,472,50.480841423535715,23826.957151908857,377.3333333333333,359.0,301.0,0.3147632311977715,Increase stock
1952,March,1952-03-01,2,156,193,62.53435788892826,12069.131072563154,,,,,Monitor
1954,January,1954-01-01,2,156,204,63.63233176312386,12980.995679677268,,193.0,,0.05699481865284972,Increase stock
1954,July,1954-07-01,2,156,302,73.06290052026691,22064.995957120605,233.0,204.0,193.0,0.48039215686274517,Increase stock
1958,February,1958-02-01,2,156,318,89.4083871973315,28431.86712875142,274.6666666666667,302.0,204.0,0.052980132450331174,Increase stock
1960,October,1960-10-01,2,156,461,23.593823809820144,10876.752776327086,360.3333333333333,318.0,302.0,0.449685534591195,Increase stock
1954,March,1954-03-01,2,157,235,25.849893634235833,6074.725004045421,,,,,Monitor
1955,May,1955-05-01,2,157,270,52.086410920599064,14063.330948561746,,235.0,,0.14893617021276606,Increase stock
1956,September,1956-09-01,2,157,355,83.39371574525059,29604.76908956396,286.6666666666667,270.0,235.0,0.3148148148148149,Increase stock
1957,September,1957-09-01,2,157,404,42.76560904425769,17277.306053880104,343.0,355.0,270.0,0.13802816901408455,Increase stock
1960,May,1960-05-01,2,157,472,87.57654393796744,41336.12873872063,410.3333333333333,404.0,355.0,0.16831683168316824,Increase stock
1949,October,1949-10-01,2,158,119,20.990353701306688,2497.8520904554957,,,,,Monitor
1956,December,1956-12-01,2,158,306,21.790081048032587,6667.764800697972,,119.0,,1.5714285714285716,Increase stock
1958,April,1958-04-01,2,158,348,49.46486592307356,17213.7733412296,257.6666666666667,306.0,119.0,0.13725490196078427,Increase stock
1959,January,1959-01-01,2,158,360,80.40346280431784,28945.246609554422,338.0,348.0,306.0,0.034482758620689724,Monitor
1959,February,1959-02-01,2,158,342,33.563752427265044,11478.803330124645,350.0,360.0,348.0,-0.050000000000000044,Reduce inventory
1960,August,1960-08-01,2,158,606,30.403134872134892,18424.299732513744,436.0,342.0,360.0,0.7719298245614035,Increase stock
1950,February,1950-02-01,2,159,126,44.99915684070971,5669.893761929423,,,,,Monitor
1950,July,1950-07-01,2,159,170,88.26244018881184,15004.614832098012,,126.0,,0.3492063492063493,Increase stock
1951,October,1951-10-01,2,159,162,60.40416094575441,9785.474073212215,152.66666666666666,170.0,126.0,-0.04705882352941182,Reduce inventory
1952,August,1952-08-01,2,159,242,13.13104353172708,3177.7125346779535,191.33333333333334,162.0,170.0,0.49382716049382713,Increase stock
1957,July,1957-07-01,2,159,465,60.17212744143197,27980.039260265865,289.6666666666667,242.0,162.0,0.921487603305785,Increase stock
1959,December,1959-12-01,2,159,405,44.09815722110741,17859.7536745485,370.6666666666667,465.0,242.0,-0.12903225806451613,Reduce inventory
1949,August,1949-08-01,2,160,148,49.10299726749039,7267.243595588578,,,,,Monitor
1956,January,1956-01-01,2,160,284,47.54130577747475,13501.730840802828,,148.0,,0.9189189189189189,Increase stock
1956,March,1956-03-01,2,160,317,70.09716376887161,22220.8009147323,249.66666666666666,284.0,148.0,0.1161971830985915,Increase stock
1957,January,1957-01-01,2,160,315,27.025942856928637,8513.171999932521,305.3333333333333,317.0,284.0,-0.006309148264984188,Reduce inventory
1957,June,1957-06-01,2,160,422,63.08574517868502,26622.18446540508,351.3333333333333,315.0,317.0,0.3396825396825396,Increase stock
1960,August,1960-08-01,2,160,606,20.901400504938664,12666.24870599283,447.6666666666667,422.0,315.0,0.4360189573459716,Increase stock
1949,December,1949-12-01,2,161,118,66.75451193480232,7877.032408306674,,,,,Monitor
1950,November,1950-11-01,2,161,114,31.555309900177605,3597.305328620247,,118.0,,-0.03389830508474578,Reduce inventory
1952,January,1952-01-01,2,161,171,74.58302413706289,12753.697127437754,134.33333333333334,114.0,118.0,0.5,Increase stock
1953,March,1953-03-01,2,161,236,86.23401614124171,20351.227809333042,173.66666666666666,171.0,114.0,0.3801169590643274,Increase stock
1954,November,1954-11-01,2,161,203,61.41784073122538,12467.821668438753,203.33333333333334,236.0,171.0,-0.13983050847457623,Reduce inventory
1955,January,1955-01-01,2,161,242,76.87113189302984,18602.81391811322,227.0,203.0,236.0,0.19211822660098532,Increase stock
1956,February,1956-02-01,2,161,277,37.64303782990989,10427.121478885041,240.66666666666666,242.0,203.0,0.1446280991735538,Increase stock
1957,February,1957-02-01,2,161,301,23.574324726501075,7095.8717426768235,273.3333333333333,277.0,242.0,0.08664259927797824,Increase stock
1957,November,1957-11-01,2,161,305,46.651439868073716,14228.689159762484,294.3333333333333,301.0,277.0,0.013289036544850585,Monitor
1958,September,1958-09-01,2,161,404,13.27911930054804,5364.7641974214075,336.6666666666667,305.0,301.0,0.3245901639344262,Increase stock
1951,July,1951-07-01,2,162,199,48.00213728363177,9552.425319442722,,,,,Monitor
1956,April,1956-04-01,2,162,313,10.601232746962474,3318.1858497992544,,199.0,,0.5728643216080402,Increase stock
1954,April,1954-04-01,2,163,227,12.377236284219025,2809.6326365177188,,,,,Monitor
1958,March,1958-03-01,2,163,362,15.108140096165958,5469.146714812076,,227.0,,0.5947136563876652,Increase stock
1958,August,1958-08-01,2,163,505,31.930128702026657,16124.714994523461,364.6666666666667,362.0,227.0,0.3950276243093922,Increase stock
1959,August,1959-08-01,2,163,559,39.33365003848107,21987.510371510918,475.3333333333333,505.0,362.0,0.10693069306930703,Increase stock
1950,March,1950-03-01,2,164,141,97.66268193057635,13770.438152211265,,,,,Monitor
1953,May,1953-05-01,2,164,229,39.774804487492254,9108.430227635727,,141.0,,0.624113475177305,Increase stock
1954,May,1954-05-01,2,164,234,39.91184053215428,9339.370684524101,201.33333333333334,229.0,141.0,0.02183406113537112,Monitor
1958,April,1958-04-01,2,164,348,52.5170384414016,18275.929377607757,270.3333333333333,234.0,229.0,0.4871794871794872,Increase stock
1958,June,1958-06-01,2,164,435,67.91435956180834,29542.74640938663,339.0,348.0,234.0,0.25,Increase stock
1960,June,1960-06-01,2,164,535,46.24223224001958,24739.594248410478,439.3333333333333,435.0,348.0,0.2298850574712643,Increase stock
1960,July,1960-07-01,2,164,622,87.57309803208621,54470.46697595762,530.6666666666666,535.0,435.0,0.1626168224299065,Increase stock
1950,June,1950-06-01,2,165,149,49.438476787782996,7366.333041379667,,,,,Monitor
1950,October,1950-10-01,2,165,133,87.49355461938659,11636.642764378415,,149.0,,-0.10738255033557043,Reduce inventory
1954,April,1954-04-01,2,165,227,86.55760898929815,19648.577240570678,169.66666666666666,133.0,149.0,0.7067669172932332,Increase stock
1954,August,1954-08-01,2,165,293,24.450993456526376,7164.1410827622285,217.66666666666666,227.0,133.0,0.29074889867841414,Increase stock
1950,November,1950-11-01,2,166,114,57.31214779669532,6533.584848823267,,,,,Monitor
1951,February,1951-02-01,2,166,150,56.727202338326734,8509.08035074901,,114.0,,0.3157894736842106,Increase stock
1952,December,1952-12-01,2,166,194,63.18373993424854,12257.645547244218,152.66666666666666,150.0,114.0,0.2933333333333332,Increase stock
1955,January,1955-01-01,2,166,242,45.43336014584812,10994.873155295245,195.33333333333334,194.0,150.0,0.24742268041237114,Increase stock
1959,July,1959-07-01,2,166,548,82.84909598308191,45401.304598728886,328.0,242.0,194.0,1.2644628099173554,Increase stock
1954,March,1954-03-01,2,167,235,72.97899934634583,17150.06484639127,,,,,Monitor
1956,May,1956-05-01,2,167,318,12.411274689410156,3946.7853512324295,,235.0,,0.3531914893617021,Increase stock
1956,June,1956-06-01,2,167,374,83.36435619956336,31178.2692186367,309.0,318.0,235.0,0.17610062893081757,Increase stock
1956,October,1956-10-01,2,167,306,51.14378735764247,15649.998931438597,332.6666666666667,374.0,318.0,-0.18181818181818177,Reduce inventory
1952,April,1952-04-01,2,168,181,42.87205822771121,7759.842539215729,,,,,Monitor
1956,February,1956-02-01,2,168,277,12.94995710997441,3587.1381194629116,,181.0,,0.5303867403314917,Increase stock
1959,October,1959-10-01,2,168,407,98.05401801586217,39907.9853324559,288.3333333333333,277.0,181.0,0.4693140794223827,Increase stock
1959,October,1959-10-01,2,168,407,11.962578610503403,4868.7694944748855,363.6666666666667,407.0,277.0,0.0,Reduce inventory
1960,June,1960-06-01,2,168,535,56.24334124149139,30090.187564197895,449.6666666666667,407.0,407.0,0.31449631449631443,Increase stock
1950,April,1950-04-01,2,169,135,19.237928354964552,2597.1203279202145,,,,,Monitor
1954,January,1954-01-01,2,169,204,60.078465193423916,12256.006899458478,,135.0,,0.5111111111111111,Increase stock
1955,May,1955-05-01,2,169,270,93.44861808534543,25231.126883043267,203.0,204.0,135.0,0.32352941176470584,Increase stock
1955,May,1955-05-01,2,169,270,23.60005194587705,6372.014025386803,248.0,270.0,204.0,0.0,Reduce inventory
1956,July,1956-07-01,2,169,413,26.90832705858451,11113.139075195404,317.6666666666667,270.0,270.0,0.5296296296296297,Increase stock
1956,September,1956-09-01,2,169,355,43.82144609756379,15556.613364635146,346.0,413.0,270.0,-0.1404358353510896,Reduce inventory
1960,April,1960-04-01,2,169,461,75.46510112730627,34789.41161968819,409.6666666666667,355.0,413.0,0.2985915492957747,Increase stock
1956,March,1956-03-01,2,170,317,39.4655669566515,12510.584725258526,,,,,Monitor
1956,June,1956-06-01,2,170,374,36.29429579999359,13574.066629197603,,317.0,,0.17981072555205047,Increase stock
1953,September,1953-09-01,2,171,237,25.853805099563537,6127.351808596558,,,,,Monitor
1953,December,1953-12-01,2,171,201,54.1055497910731,10875.215508005693,,237.0,,-0.15189873417721522,Reduce inventory
1955,January,1955-01-01,2,171,242,96.7159950958169,23405.27081318769,226.66666666666666,201.0,237.0,0.20398009950248763,Increase stock
1955,October,1955-10-01,2,171,274,51.761339375442915,14182.60698887136,239.0,242.0,201.0,0.1322314049586777,Increase stock
1956,May,1956-05-01,2,171,318,75.89714758374387,24135.292931630553,278.0,274.0,242.0,0.16058394160583944,Increase stock
1958,April,1958-04-01,2,171,348,30.95162824613245,10771.166629654093,313.3333333333333,318.0,274.0,0.09433962264150941,Increase stock
1959,April,1959-04-01,2,171,396,66.57097055959389,26362.10434159918,354.0,348.0,318.0,0.13793103448275867,Increase stock
1957,December,1957-12-01,2,172,336,46.07256719795066,15480.382578511422,,,,,Monitor
1958,May,1958-05-01,2,172,363,55.15462535650429,20021.129004411057,,336.0,,0.0803571428571428,Increase stock
1954,July,1954-07-01,2,173,302,75.2766833208329,22733.558362891537,,,,,Monitor
1956,June,1956-06-01,2,173,374,41.01919015853878,15341.177119293503,,302.0,,0.23841059602649017,Increase stock
1960,May,1960-05-01,2,173,472,36.72987285161477,17336.49998596217,382.6666666666667,374.0,302.0,0.26203208556149726,Increase stock
1960,September,1960-09-01,2,173,508,87.7150788084269,44559.26003468086,451.3333333333333,472.0,374.0,0.07627118644067798,Increase stock
1950,January,1950-01-01,2,174,115,63.657397882355355,7320.600756470866,,,,,Monitor
1951,September,1951-09-01,2,174,184,64.90100881872642,11941.785622645662,,115.0,,0.6000000000000001,Increase stock
1960,June,1960-06-01,2,174,535,53.0822205296006,28398.98798333632,278.0,184.0,115.0,1.9076086956521738,Increase stock
1951,November,1951-11-01,2,175,146,48.382493621689186,7063.844068766621,,,,,Monitor
1951,December,1951-12-01,2,175,166,14.748791737009654,2448.2994283436024,,146.0,,0.13698630136986312,Increase stock
1953,September,1953-09-01,2,175,237,83.84928670481193,19872.28094904043,183.0,166.0,146.0,0.42771084337349397,Increase stock
1953,December,1953-12-01,2,175,201,18.031209661716083,3624.2731420049327,201.33333333333334,237.0,166.0,-0.15189873417721522,Reduce inventory
1957,February,1957-02-01,2,175,301,44.51214811003652,13398.156581120993,246.33333333333334,201.0,237.0,0.49751243781094523,Increase stock
1957,May,1957-05-01,2,175,355,49.21944869697797,17472.90428742718,285.6666666666667,301.0,201.0,0.1794019933554818,Increase stock
1960,May,1960-05-01,2,175,472,32.30876253478502,15249.735916418529,376.0,355.0,301.0,0.3295774647887324,Increase stock
1949,September,1949-09-01,2,176,136,88.56825286193866,12045.282389223657,,,,,Monitor
